None,symbol,date,hour,openbid,highbid,lowbid,closebid,openask,highask,lowask,closeask,totalticks
2551,EUR/CAD,2017-11-24,15,1.51449,1.51633,1.51447,1.51534,1.51455,1.51635,1.51453,1.51536,11608
2552,EUR/CAD,2017-11-24,16,1.51534,1.51715,1.51504,1.51659,1.51536,1.51722,1.5151,1.51666,12165
2553,EUR/CAD,2017-11-24,17,1.51659,1.5168,1.51567,1.51625,1.51666,1.51687,1.51572,1.51634,8535
2554,EUR/CAD,2017-11-24,18,1.51625,1.51711,1.51384,1.51492,1.51634,1.51719,1.51398,1.51503,11975
2555,EUR/CAD,2017-11-24,19,1.51492,1.51613,1.51464,1.51596,1.51503,1.51622,1.51474,1.51607,4251
2556,EUR/CAD,2017-11-24,20,1.51596,1.5172,1.5157,1.51669,1.51607,1.51732,1.51582,1.51683,3613
2557,EUR/CAD,2017-11-24,21,1.51669,1.51773,1.51538,1.51538,1.51683,1.51858,1.51578,1.51693,14168
2558,EUR/CAD,2017-11-26,19,1.51538,1.51729,1.51538,1.51711,1.51693,1.51828,1.51693,1.51828,17
2559,EUR/CAD,2017-11-26,20,1.51711,1.51716,1.5161,1.51669,1.51828,1.51828,1.5178,1.51828,140
2560,EUR/CAD,2017-11-26,21,1.51669,1.51683,1.51462,1.51466,1.51828,1.51828,1.51638,1.51644,393
2561,EUR/CAD,2017-11-26,22,1.51466,1.51715,1.51466,1.51714,1.51644,1.51725,1.51537,1.51724,3692
2562,EUR/CAD,2017-11-26,23,1.51714,1.51733,1.51577,1.51666,1.51724,1.51741,1.51584,1.51672,2949
2563,EUR/CAD,2017-11-27,0,1.51666,1.51687,1.51495,1.51538,1.51672,1.51693,1.51498,1.51547,4781
2564,EUR/CAD,2017-11-27,1,1.51538,1.51646,1.51524,1.51617,1.51547,1.51655,1.51527,1.51625,5286
2565,EUR/CAD,2017-11-27,2,1.51617,1.51668,1.51575,1.51604,1.51625,1.51676,1.51582,1.51612,3425
2566,EUR/CAD,2017-11-27,3,1.51604,1.51694,1.51603,1.51629,1.51612,1.51699,1.51611,1.51637,2561
2567,EUR/CAD,2017-11-27,4,1.51629,1.51649,1.51597,1.51607,1.51637,1.51656,1.51603,1.51612,2484
2568,EUR/CAD,2017-11-27,5,1.51607,1.51638,1.51595,1.51636,1.51612,1.51644,1.51599,1.51644,1997
2569,EUR/CAD,2017-11-27,6,1.51636,1.51681,1.51575,1.51604,1.51644,1.5169,1.51581,1.51611,4160
2570,EUR/CAD,2017-11-27,7,1.51604,1.51685,1.51499,1.51626,1.51611,1.51691,1.51502,1.51632,6575
2571,EUR/CAD,2017-11-27,8,1.51626,1.51751,1.51547,1.51557,1.51632,1.51757,1.51552,1.51562,15573
2572,EUR/CAD,2017-11-27,9,1.51557,1.51592,1.51334,1.51451,1.51562,1.51593,1.51337,1.51455,9176
2573,EUR/CAD,2017-11-27,10,1.51451,1.51489,1.51375,1.51412,1.51455,1.51493,1.5138,1.51416,8723
2574,EUR/CAD,2017-11-27,11,1.51412,1.5147,1.51357,1.51389,1.51416,1.51475,1.51361,1.51394,6395
2575,EUR/CAD,2017-11-27,12,1.51389,1.5155,1.51385,1.51518,1.51394,1.51549,1.51391,1.51523,10411
2576,EUR/CAD,2017-11-27,13,1.51518,1.51713,1.51504,1.5166,1.51523,1.51716,1.51508,1.51665,14061
2577,EUR/CAD,2017-11-27,14,1.5166,1.51861,1.51572,1.51817,1.51665,1.51866,1.51577,1.51825,16252
2578,EUR/CAD,2017-11-27,15,1.51817,1.51981,1.51605,1.51616,1.51825,1.51984,1.5161,1.51623,19416
2579,EUR/CAD,2017-11-27,16,1.51616,1.51882,1.51606,1.51786,1.51623,1.51885,1.51611,1.51793,16367
2580,EUR/CAD,2017-11-27,17,1.51786,1.51975,1.51761,1.51948,1.51793,1.51981,1.51769,1.51953,14404
2581,EUR/CAD,2017-11-27,18,1.51948,1.51948,1.51823,1.51876,1.51953,1.51953,1.51829,1.51881,7096
2582,EUR/CAD,2017-11-27,19,1.51876,1.51896,1.51789,1.51854,1.51881,1.519,1.51794,1.51862,6122
2583,EUR/CAD,2017-11-27,20,1.51854,1.51899,1.51829,1.51876,1.51862,1.51905,1.51834,1.51883,5925
2584,EUR/CAD,2017-11-27,21,1.51876,1.51931,1.51844,1.51917,1.51883,1.51948,1.51851,1.51934,3086
2585,EUR/CAD,2017-11-27,22,1.51917,1.51945,1.51826,1.51859,1.51934,1.52033,1.51848,1.51878,3584
2586,EUR/CAD,2017-11-27,23,1.51859,1.51903,1.51852,1.5188,1.51878,1.51915,1.5186,1.51888,2882
2587,EUR/CAD,2017-11-28,0,1.5188,1.5194,1.51846,1.51913,1.51888,1.51944,1.51853,1.51919,4817
2588,EUR/CAD,2017-11-28,1,1.51913,1.51914,1.51813,1.51845,1.51919,1.51922,1.51813,1.51853,5050
2589,EUR/CAD,2017-11-28,2,1.51845,1.51904,1.51841,1.51894,1.51853,1.51911,1.51847,1.51902,3660
2590,EUR/CAD,2017-11-28,3,1.51894,1.51917,1.51863,1.51916,1.51902,1.51925,1.51867,1.51923,2202
2591,EUR/CAD,2017-11-28,4,1.51916,1.51929,1.51837,1.51859,1.51923,1.51936,1.51843,1.51867,3302
2592,EUR/CAD,2017-11-28,5,1.51859,1.51916,1.51847,1.51868,1.51867,1.51919,1.51854,1.51874,2591
2593,EUR/CAD,2017-11-28,6,1.51868,1.51991,1.51867,1.51985,1.51874,1.52001,1.51872,1.51992,4661
2594,EUR/CAD,2017-11-28,7,1.51985,1.51985,1.51761,1.51843,1.51992,1.51992,1.51767,1.5185,10955
2595,EUR/CAD,2017-11-28,8,1.51843,1.52298,1.51837,1.52201,1.5185,1.523,1.51844,1.52206,12811
2596,EUR/CAD,2017-11-28,9,1.52201,1.52266,1.52045,1.52106,1.52206,1.52273,1.52052,1.52108,8730
2597,EUR/CAD,2017-11-28,10,1.52106,1.52245,1.52016,1.52115,1.52108,1.52252,1.52019,1.52117,11250
2598,EUR/CAD,2017-11-28,11,1.52115,1.52126,1.51908,1.52004,1.52117,1.52133,1.51914,1.5201,8309
2599,EUR/CAD,2017-11-28,12,1.52004,1.52088,1.5193,1.5199,1.5201,1.52091,1.51933,1.51993,7359
2600,EUR/CAD,2017-11-28,13,1.5199,1.52339,1.51979,1.52263,1.51993,1.52344,1.51985,1.52262,12558
2601,EUR/CAD,2017-11-28,14,1.52263,1.52313,1.52017,1.521,1.52262,1.52316,1.5202,1.52108,12995
2602,EUR/CAD,2017-11-28,15,1.521,1.52292,1.5199,1.52072,1.52108,1.52299,1.51994,1.52074,23989
2603,EUR/CAD,2017-11-28,16,1.52072,1.52252,1.52026,1.52089,1.52074,1.52253,1.52034,1.52097,19838
2604,EUR/CAD,2017-11-28,17,1.52089,1.52159,1.51933,1.51994,1.52097,1.52165,1.5194,1.52001,12844
2605,EUR/CAD,2017-11-28,18,1.51994,1.52027,1.51821,1.51972,1.52001,1.52033,1.5183,1.51978,22209
2606,EUR/CAD,2017-11-28,19,1.51972,1.51974,1.51621,1.51736,1.51978,1.5198,1.51623,1.51742,15486
2607,EUR/CAD,2017-11-28,20,1.51736,1.51803,1.51637,1.5174,1.51742,1.51811,1.51643,1.51748,10926
2608,EUR/CAD,2017-11-28,21,1.5174,1.51891,1.51676,1.51699,1.51748,1.51896,1.5174,1.51789,4518
2609,EUR/CAD,2017-11-28,22,1.51699,1.51853,1.51689,1.51782,1.51789,1.51876,1.51761,1.5179,5275
2610,EUR/CAD,2017-11-28,23,1.51782,1.51889,1.51767,1.51836,1.5179,1.51897,1.51776,1.51843,3568
2611,EUR/CAD,2017-11-29,0,1.51836,1.51924,1.51793,1.51887,1.51843,1.51929,1.51801,1.51894,7240
2612,EUR/CAD,2017-11-29,1,1.51887,1.51891,1.51774,1.51829,1.51894,1.51899,1.5178,1.51837,4660
2613,EUR/CAD,2017-11-29,2,1.51829,1.51862,1.51779,1.51852,1.51837,1.51869,1.51787,1.51854,3732
2614,EUR/CAD,2017-11-29,3,1.51852,1.51958,1.5184,1.51957,1.51854,1.51966,1.51843,1.51966,4686
2615,EUR/CAD,2017-11-29,4,1.51957,1.51981,1.51909,1.51916,1.51966,1.51987,1.51915,1.51923,3376
2616,EUR/CAD,2017-11-29,5,1.51916,1.51941,1.51865,1.51877,1.51923,1.51947,1.51874,1.51885,2640
2617,EUR/CAD,2017-11-29,6,1.51877,1.51944,1.51864,1.51927,1.51885,1.5195,1.51868,1.51934,5189
2618,EUR/CAD,2017-11-29,7,1.51927,1.52116,1.51884,1.52093,1.51934,1.52122,1.5189,1.52098,7262
2619,EUR/CAD,2017-11-29,8,1.52093,1.52219,1.52024,1.52212,1.52098,1.52223,1.52031,1.52219,9916
2620,EUR/CAD,2017-11-29,9,1.52212,1.52422,1.52184,1.52225,1.52219,1.52429,1.5219,1.52235,11655
2621,EUR/CAD,2017-11-29,10,1.52225,1.52279,1.52095,1.52156,1.52235,1.52285,1.52101,1.52163,6831
2622,EUR/CAD,2017-11-29,11,1.52156,1.5219,1.51908,1.51968,1.52163,1.52197,1.51915,1.51977,8037
2623,EUR/CAD,2017-11-29,12,1.51968,1.52028,1.51587,1.51672,1.51977,1.52031,1.51593,1.51678,11240
2624,EUR/CAD,2017-11-29,13,1.51672,1.52138,1.51662,1.52127,1.51678,1.52143,1.51666,1.52134,22890
2625,EUR/CAD,2017-11-29,14,1.52127,1.52299,1.51988,1.52239,1.52134,1.52306,1.51993,1.52253,16697
2626,EUR/CAD,2017-11-29,15,1.52239,1.52518,1.52181,1.52231,1.52253,1.52527,1.52186,1.5224,30804
2627,EUR/CAD,2017-11-29,16,1.52231,1.5255,1.52192,1.52371,1.5224,1.52553,1.52194,1.52375,19522
2628,EUR/CAD,2017-11-29,17,1.52371,1.52558,1.52324,1.52398,1.52375,1.52561,1.52328,1.52402,11936
2629,EUR/CAD,2017-11-29,18,1.52398,1.52546,1.52337,1.52435,1.52402,1.5255,1.52345,1.52444,9705
2630,EUR/CAD,2017-11-29,19,1.52435,1.52505,1.52323,1.52438,1.52444,1.52512,1.52331,1.52446,10168
2631,EUR/CAD,2017-11-29,20,1.52438,1.52477,1.52385,1.52394,1.52446,1.52485,1.52389,1.524,7669
2632,EUR/CAD,2017-11-29,21,1.52394,1.52465,1.52352,1.5239,1.524,1.52475,1.52369,1.52426,4452
2633,EUR/CAD,2017-11-29,22,1.5239,1.52488,1.52356,1.52445,1.52426,1.52499,1.52383,1.52465,4078
2634,EUR/CAD,2017-11-29,23,1.52445,1.52488,1.52414,1.52468,1.52465,1.525,1.52418,1.52478,3820
2635,EUR/CAD,2017-11-30,0,1.52468,1.5255,1.52445,1.52499,1.52478,1.52558,1.52453,1.52513,8099
2636,EUR/CAD,2017-11-30,1,1.52499,1.52671,1.52453,1.52623,1.52513,1.52681,1.52459,1.52632,9288
2637,EUR/CAD,2017-11-30,2,1.52623,1.52653,1.526,1.52607,1.52632,1.52659,1.52609,1.52615,5388
2638,EUR/CAD,2017-11-30,3,1.52607,1.52646,1.52566,1.52599,1.52615,1.52654,1.52572,1.52607,2798
2639,EUR/CAD,2017-11-30,4,1.52599,1.52629,1.52558,1.526,1.52607,1.52637,1.52567,1.52608,2675
2640,EUR/CAD,2017-11-30,5,1.526,1.52639,1.52577,1.52629,1.52608,1.52648,1.52585,1.52639,3130
2641,EUR/CAD,2017-11-30,6,1.52629,1.52661,1.52545,1.52594,1.52639,1.52669,1.52553,1.52603,5111
2642,EUR/CAD,2017-11-30,7,1.52594,1.52864,1.52576,1.52793,1.52603,1.5287,1.52582,1.52801,9320
2643,EUR/CAD,2017-11-30,8,1.52793,1.52816,1.52567,1.52647,1.52801,1.52824,1.52574,1.5265,10838
2644,EUR/CAD,2017-11-30,9,1.52647,1.52651,1.52351,1.52516,1.5265,1.52655,1.52356,1.52528,10439
2645,EUR/CAD,2017-11-30,10,1.52516,1.5264,1.52231,1.52603,1.52528,1.52646,1.52237,1.52609,10934
2646,EUR/CAD,2017-11-30,11,1.52603,1.52672,1.52529,1.52598,1.52609,1.52678,1.52535,1.52608,8181
2647,EUR/CAD,2017-11-30,12,1.52598,1.52753,1.5256,1.52648,1.52608,1.52755,1.52566,1.52653,10513
2648,EUR/CAD,2017-11-30,13,1.52648,1.52781,1.52606,1.52711,1.52653,1.52788,1.52612,1.52718,14585
2649,EUR/CAD,2017-11-30,14,1.52711,1.5305,1.52697,1.53045,1.52718,1.53054,1.52703,1.53052,19838
2650,EUR/CAD,2017-11-30,15,1.53045,1.53692,1.53023,1.53588,1.53052,1.53696,1.5303,1.53598,28886
2651,EUR/CAD,2017-11-30,16,1.53588,1.53684,1.53323,1.53323,1.53598,1.5369,1.53331,1.53331,24702
2652,EUR/CAD,2017-11-30,17,1.53323,1.53538,1.53178,1.53403,1.53331,1.53546,1.53186,1.53407,15440
2653,EUR/CAD,2017-11-30,18,1.53403,1.53708,1.53354,1.53697,1.53407,1.53714,1.5336,1.53701,13483
2654,EUR/CAD,2017-11-30,19,1.53697,1.5372,1.53439,1.53497,1.53701,1.53725,1.53444,1.53504,9690
2655,EUR/CAD,2017-11-30,20,1.53497,1.53603,1.53472,1.53543,1.53504,1.53609,1.5348,1.53551,9369
2656,EUR/CAD,2017-11-30,21,1.53543,1.53621,1.53485,1.53502,1.53551,1.53632,1.53493,1.53541,5197
2657,EUR/CAD,2017-11-30,22,1.53502,1.53553,1.5332,1.53326,1.53541,1.5358,1.53332,1.53339,4261
2658,EUR/CAD,2017-11-30,23,1.53326,1.53475,1.53326,1.53405,1.53339,1.53483,1.53339,1.53415,4407
2659,EUR/CAD,2017-12-01,0,1.53405,1.53573,1.53388,1.53479,1.53415,1.5358,1.53397,1.5349,7635
2660,EUR/CAD,2017-12-01,1,1.53479,1.53488,1.53337,1.53415,1.5349,1.53496,1.53346,1.53423,5483
2661,EUR/CAD,2017-12-01,2,1.53415,1.53421,1.53302,1.53303,1.53423,1.5343,1.53308,1.53312,6287
2662,EUR/CAD,2017-12-01,3,1.53303,1.53383,1.53271,1.53368,1.53312,1.53391,1.53281,1.53377,4574
2663,EUR/CAD,2017-12-01,4,1.53368,1.53434,1.5335,1.53398,1.53377,1.53439,1.53359,1.53408,4392
2664,EUR/CAD,2017-12-01,5,1.53398,1.53565,1.5338,1.5353,1.53408,1.53574,1.53387,1.53538,7439
2665,EUR/CAD,2017-12-01,6,1.5353,1.53561,1.53376,1.53402,1.53538,1.53565,1.53383,1.5341,6929
2666,EUR/CAD,2017-12-01,7,1.53402,1.53462,1.53207,1.53305,1.5341,1.53471,1.53214,1.53316,9314
2667,EUR/CAD,2017-12-01,8,1.53305,1.53534,1.53254,1.53369,1.53316,1.53542,1.5326,1.53377,14988
2668,EUR/CAD,2017-12-01,9,1.53369,1.53377,1.53097,1.53121,1.53377,1.53383,1.53102,1.53128,12092
2669,EUR/CAD,2017-12-01,10,1.53121,1.53254,1.52937,1.53039,1.53128,1.53261,1.52947,1.53046,12168
2670,EUR/CAD,2017-12-01,11,1.53039,1.53268,1.53012,1.53259,1.53046,1.53272,1.53017,1.53263,9685
2671,EUR/CAD,2017-12-01,12,1.53259,1.5333,1.53061,1.53112,1.53263,1.53333,1.53069,1.53119,12199
2672,EUR/CAD,2017-12-01,13,1.53112,1.53221,1.51536,1.51543,1.53119,1.53284,1.51539,1.51549,27477
2673,EUR/CAD,2017-12-01,14,1.51543,1.51563,1.5115,1.51154,1.51549,1.51572,1.51183,1.5119,22770
2674,EUR/CAD,2017-12-01,15,1.51154,1.51341,1.51031,1.51071,1.5119,1.51341,1.51032,1.51073,30801
2675,EUR/CAD,2017-12-01,16,1.51071,1.51711,1.51041,1.51294,1.51073,1.51719,1.51045,1.51304,64931
2676,EUR/CAD,2017-12-01,17,1.51294,1.51458,1.51115,1.51438,1.51304,1.51466,1.51125,1.51443,35723
2677,EUR/CAD,2017-12-01,18,1.51438,1.51467,1.51126,1.51184,1.51443,1.51473,1.51134,1.51189,18439
2678,EUR/CAD,2017-12-01,19,1.51184,1.5126,1.50963,1.50973,1.51189,1.51264,1.5097,1.50981,13095
2679,EUR/CAD,2017-12-01,20,1.50973,1.51151,1.50855,1.50957,1.50981,1.5115,1.50857,1.50969,9326
2680,EUR/CAD,2017-12-01,21,1.50957,1.51072,1.50896,1.50902,1.50969,1.51085,1.50959,1.50995,4336
2681,EUR/CAD,2017-12-03,19,1.50902,1.50902,1.50492,1.50617,1.50995,1.50995,1.50607,1.50701,73
2682,EUR/CAD,2017-12-03,20,1.50617,1.50647,1.50448,1.50546,1.50701,1.50739,1.5052,1.50609,429
2683,EUR/CAD,2017-12-03,21,1.50546,1.50673,1.5053,1.50605,1.50609,1.50784,1.50602,1.50781,124
2684,EUR/CAD,2017-12-03,22,1.50605,1.508,1.50555,1.50789,1.50781,1.50823,1.50593,1.50812,2882
2685,EUR/CAD,2017-12-03,23,1.50789,1.50922,1.50674,1.50802,1.50812,1.50937,1.50693,1.50811,6572
2686,EUR/CAD,2017-12-04,0,1.50802,1.51028,1.50793,1.50967,1.50811,1.51035,1.50801,1.50975,6318
2687,EUR/CAD,2017-12-04,1,1.50967,1.51016,1.50941,1.50966,1.50975,1.5102,1.50949,1.50974,5843
2688,EUR/CAD,2017-12-04,2,1.50966,1.50987,1.50884,1.50982,1.50974,1.50993,1.50892,1.5099,3460
2689,EUR/CAD,2017-12-04,3,1.50982,1.51016,1.50921,1.50925,1.5099,1.51023,1.50928,1.50933,2850
2690,EUR/CAD,2017-12-04,4,1.50925,1.50956,1.50907,1.50946,1.50933,1.50963,1.50915,1.50954,2451
2691,EUR/CAD,2017-12-04,5,1.50946,1.50963,1.50911,1.50917,1.50954,1.50971,1.50913,1.50925,4815
2692,EUR/CAD,2017-12-04,6,1.50917,1.50957,1.50847,1.50862,1.50925,1.50962,1.50856,1.50868,4307
2693,EUR/CAD,2017-12-04,7,1.50862,1.50881,1.50595,1.50639,1.50868,1.50889,1.50604,1.50647,13651
2694,EUR/CAD,2017-12-04,8,1.50639,1.50814,1.50595,1.50681,1.50647,1.50819,1.50598,1.50689,13190
2695,EUR/CAD,2017-12-04,9,1.50681,1.5069,1.5044,1.50494,1.50689,1.50699,1.50447,1.50502,9174
2696,EUR/CAD,2017-12-04,10,1.50494,1.50564,1.50246,1.50312,1.50502,1.50571,1.50251,1.50318,8048
2697,EUR/CAD,2017-12-04,11,1.50312,1.50447,1.50143,1.50297,1.50318,1.50454,1.5015,1.50305,9292
2698,EUR/CAD,2017-12-04,12,1.50297,1.50442,1.49987,1.50422,1.50305,1.50447,1.49996,1.5043,13486
2699,EUR/CAD,2017-12-04,13,1.50422,1.50427,1.50084,1.50118,1.5043,1.50435,1.50087,1.5012,15724
2700,EUR/CAD,2017-12-04,14,1.50118,1.50356,1.50062,1.50179,1.5012,1.50359,1.50068,1.50194,15657
2701,EUR/CAD,2017-12-04,15,1.50179,1.5063,1.50091,1.50616,1.50194,1.50634,1.50098,1.50622,24229
2702,EUR/CAD,2017-12-04,16,1.50616,1.50763,1.50398,1.50418,1.50622,1.50761,1.50402,1.5042,16926
2703,EUR/CAD,2017-12-04,17,1.50418,1.50531,1.50379,1.50431,1.5042,1.50535,1.50386,1.50436,7960
2704,EUR/CAD,2017-12-04,18,1.50431,1.50518,1.50419,1.50427,1.50436,1.50523,1.50425,1.50433,6040
2705,EUR/CAD,2017-12-04,19,1.50427,1.50646,1.50425,1.50541,1.50433,1.50649,1.50428,1.50548,7335
2706,EUR/CAD,2017-12-04,20,1.50541,1.506,1.50514,1.50598,1.50548,1.50607,1.50521,1.50607,6864
2707,EUR/CAD,2017-12-04,21,1.50598,1.50602,1.5034,1.50352,1.50607,1.50609,1.50347,1.5039,5281
2708,EUR/CAD,2017-12-04,22,1.50352,1.50514,1.50337,1.50509,1.5039,1.50532,1.50372,1.50527,3335
2709,EUR/CAD,2017-12-04,23,1.50509,1.50541,1.50432,1.50449,1.50527,1.50557,1.50441,1.50456,2720
2710,EUR/CAD,2017-12-05,0,1.50449,1.50463,1.50344,1.50369,1.50456,1.50471,1.50352,1.50378,5027
2711,EUR/CAD,2017-12-05,1,1.50369,1.50399,1.50299,1.50356,1.50378,1.50402,1.50307,1.50362,4134
2712,EUR/CAD,2017-12-05,2,1.50356,1.50402,1.50329,1.50377,1.50362,1.50408,1.50334,1.50383,2661
2713,EUR/CAD,2017-12-05,3,1.50377,1.50432,1.50357,1.50421,1.50383,1.50438,1.50366,1.5043,3224
2714,EUR/CAD,2017-12-05,4,1.50421,1.50433,1.50317,1.50325,1.5043,1.50439,1.50324,1.50334,2774
2715,EUR/CAD,2017-12-05,5,1.50325,1.50348,1.50255,1.50273,1.50334,1.50356,1.50263,1.50281,2416
2716,EUR/CAD,2017-12-05,6,1.50273,1.50303,1.50224,1.50276,1.50281,1.50312,1.50232,1.5028,3943
2717,EUR/CAD,2017-12-05,7,1.50276,1.50303,1.5017,1.50198,1.5028,1.50308,1.50175,1.50205,9010
2718,EUR/CAD,2017-12-05,8,1.50198,1.50246,1.49988,1.50031,1.50205,1.5025,1.49993,1.50035,10048
2719,EUR/CAD,2017-12-05,9,1.50031,1.50188,1.49948,1.50061,1.50035,1.50188,1.4995,1.50068,8720
2720,EUR/CAD,2017-12-05,10,1.50061,1.50223,1.49995,1.50029,1.50068,1.50226,1.49997,1.50034,8157
2721,EUR/CAD,2017-12-05,11,1.50029,1.50129,1.49942,1.50027,1.50034,1.50131,1.49952,1.50032,9353
2722,EUR/CAD,2017-12-05,12,1.50027,1.50054,1.49777,1.49811,1.50032,1.50059,1.49783,1.49816,8204
2723,EUR/CAD,2017-12-05,13,1.49811,1.49838,1.49492,1.49686,1.49816,1.4984,1.49517,1.49691,14712
2724,EUR/CAD,2017-12-05,14,1.49686,1.49898,1.49532,1.49834,1.49691,1.49906,1.49535,1.49857,21028
2725,EUR/CAD,2017-12-05,15,1.49834,1.50185,1.49815,1.50091,1.49857,1.50187,1.49831,1.50098,25297
2726,EUR/CAD,2017-12-05,16,1.50091,1.50101,1.49831,1.50001,1.50098,1.50106,1.49833,1.50003,18039
2727,EUR/CAD,2017-12-05,17,1.50001,1.50047,1.49888,1.4994,1.50003,1.50054,1.49893,1.49944,11233
2728,EUR/CAD,2017-12-05,18,1.4994,1.49996,1.49817,1.49922,1.49944,1.50003,1.49817,1.49927,9407
2729,EUR/CAD,2017-12-05,19,1.49922,1.50076,1.4988,1.50028,1.49927,1.50081,1.49886,1.50034,7394
2730,EUR/CAD,2017-12-05,20,1.50028,1.5016,1.50019,1.50131,1.50034,1.50164,1.50026,1.5014,7677
2731,EUR/CAD,2017-12-05,21,1.50131,1.50221,1.50002,1.50017,1.5014,1.50226,1.50049,1.50126,3792
2732,EUR/CAD,2017-12-05,22,1.50017,1.50164,1.49996,1.50119,1.50126,1.50213,1.50044,1.50129,3722
2733,EUR/CAD,2017-12-05,23,1.50119,1.50201,1.50103,1.50188,1.50129,1.50209,1.50112,1.50197,3049
2734,EUR/CAD,2017-12-06,0,1.50188,1.50193,1.50079,1.50185,1.50197,1.50203,1.50094,1.50193,5212
2735,EUR/CAD,2017-12-06,1,1.50185,1.50254,1.50128,1.50215,1.50193,1.50262,1.50133,1.50222,4628
2736,EUR/CAD,2017-12-06,2,1.50215,1.5026,1.50152,1.50178,1.50222,1.50268,1.50161,1.50186,4439
2737,EUR/CAD,2017-12-06,3,1.50178,1.50373,1.50176,1.50324,1.50186,1.50381,1.5018,1.50332,4445
2738,EUR/CAD,2017-12-06,4,1.50324,1.50331,1.50286,1.50294,1.50332,1.50339,1.50292,1.50301,3710
2739,EUR/CAD,2017-12-06,5,1.50294,1.50323,1.50238,1.50292,1.50301,1.50333,1.50248,1.50299,2591
2740,EUR/CAD,2017-12-06,6,1.50292,1.50293,1.50166,1.50215,1.50299,1.50302,1.50171,1.50223,3387
2741,EUR/CAD,2017-12-06,7,1.50215,1.50318,1.50055,1.50188,1.50223,1.50326,1.50062,1.50192,10719
2742,EUR/CAD,2017-12-06,8,1.50188,1.50285,1.49839,1.49851,1.50192,1.50285,1.49842,1.49857,10569
2743,EUR/CAD,2017-12-06,9,1.49851,1.4988,1.49692,1.49861,1.49857,1.49884,1.49699,1.49865,10612
2744,EUR/CAD,2017-12-06,10,1.49861,1.49946,1.49727,1.49898,1.49865,1.49949,1.49733,1.49902,9080
2745,EUR/CAD,2017-12-06,11,1.49898,1.49907,1.49581,1.49601,1.49902,1.49915,1.49585,1.49606,11670
2746,EUR/CAD,2017-12-06,12,1.49601,1.4966,1.49494,1.49521,1.49606,1.49665,1.49499,1.49526,9194
2747,EUR/CAD,2017-12-06,13,1.49521,1.49802,1.49512,1.4969,1.49526,1.49807,1.49517,1.49694,14824
2748,EUR/CAD,2017-12-06,14,1.4969,1.49703,1.49217,1.4924,1.49694,1.49708,1.49233,1.49381,18643
2749,EUR/CAD,2017-12-06,15,1.4924,1.5069,1.4924,1.50476,1.49381,1.50695,1.49381,1.50482,25498
2750,EUR/CAD,2017-12-06,16,1.50476,1.50841,1.50462,1.50759,1.50482,1.50844,1.50466,1.50766,14247
2751,EUR/CAD,2017-12-06,17,1.50759,1.50973,1.50735,1.50825,1.50766,1.50978,1.5074,1.50829,10980
2752,EUR/CAD,2017-12-06,18,1.50825,1.50959,1.50791,1.50834,1.50829,1.50966,1.50797,1.50842,7478
2753,EUR/CAD,2017-12-06,19,1.50834,1.50957,1.50803,1.50918,1.50842,1.50962,1.5081,1.50926,8141
2754,EUR/CAD,2017-12-06,20,1.50918,1.50963,1.50849,1.50946,1.50926,1.5097,1.50858,1.50954,6096
2755,EUR/CAD,2017-12-06,21,1.50946,1.50946,1.50777,1.50834,1.50954,1.50954,1.50783,1.50875,3155
2756,EUR/CAD,2017-12-06,22,1.50834,1.50968,1.50774,1.5096,1.50875,1.50979,1.50848,1.5097,3317
2757,EUR/CAD,2017-12-06,23,1.5096,1.5104,1.50917,1.5094,1.5097,1.51058,1.50921,1.50947,4991
2758,EUR/CAD,2017-12-07,0,1.5094,1.51159,1.5092,1.50996,1.50947,1.51137,1.50934,1.51003,3659
2759,EUR/CAD,2017-12-07,1,1.50996,1.51036,1.50947,1.51014,1.51003,1.51044,1.50956,1.51022,3813
2760,EUR/CAD,2017-12-07,2,1.51014,1.5111,1.51008,1.51033,1.51022,1.51107,1.51015,1.51043,3631
2761,EUR/CAD,2017-12-07,3,1.51033,1.51122,1.51017,1.51097,1.51043,1.51126,1.51024,1.51106,2777
2762,EUR/CAD,2017-12-07,4,1.51097,1.51109,1.5106,1.51068,1.51106,1.51115,1.51066,1.51076,2560
2763,EUR/CAD,2017-12-07,5,1.51068,1.51082,1.50976,1.51013,1.51076,1.5109,1.50981,1.51021,3147
2764,EUR/CAD,2017-12-07,6,1.51013,1.51094,1.51008,1.5107,1.51021,1.511,1.51015,1.51077,3877
2765,EUR/CAD,2017-12-07,7,1.5107,1.51227,1.51017,1.51194,1.51077,1.51233,1.51024,1.51201,6354
2766,EUR/CAD,2017-12-07,8,1.51194,1.51466,1.51181,1.51246,1.51201,1.51475,1.51187,1.51253,8299
2767,EUR/CAD,2017-12-07,9,1.51246,1.51308,1.5121,1.51215,1.51253,1.51313,1.51212,1.51227,5459
2768,EUR/CAD,2017-12-07,10,1.51215,1.51247,1.50968,1.50986,1.51227,1.51252,1.50975,1.50992,7138
2769,EUR/CAD,2017-12-07,11,1.50986,1.51199,1.50974,1.5119,1.50992,1.51203,1.50979,1.51195,7093
2770,EUR/CAD,2017-12-07,12,1.5119,1.51276,1.51045,1.51145,1.51195,1.51282,1.51051,1.51146,9562
2771,EUR/CAD,2017-12-07,13,1.51145,1.5149,1.51095,1.51457,1.51146,1.51494,1.511,1.51461,12918
